t,x,y,z
209.0,566.493,300.0,360.521
210.0,576.3327,300.0,361.002
211.0,586.1723,300.0,361.483
212.0,596.012,300.0,361.9639
213.0,605.8517,300.0,362.4449
214.0,615.6914,300.0,362.9259
215.0,625.5311,300.0,363.4068
216.0,635.3707,300.0,363.8878
217.0,645.2104,300.0,364.3687
218.0,655.0501,300.0,364.8497
219.0,664.8898,300.0,365.3307
220.0,674.7295,300.0,365.8116
221.0,684.5691,300.0,366.2926
222.0,694.4088,300.0,366.7735
223.0,704.2485,300.0,367.2545
224.0,714.0882,300.0,367.7355
225.0,723.9279,300.0,368.2164
226.0,733.7675,300.0,368.6974
227.0,743.6072,300.0,369.1784
228.0,753.4469,300.0,369.6593
229.0,763.2866,300.0,370.1403
230.0,773.1263,300.0,370.6212
231.0,782.9659,300.0,371.1022
232.0,792.8056,300.0,371.5832
233.0,802.6453,300.0,372.0641
234.0,812.485,300.0,372.5451
235.0,822.3246,300.0,373.0261
236.0,832.1643,300.0,373.507
237.0,842.004,300.0,373.988
238.0,851.8437,300.0,374.4689
239.0,861.6834,300.0,374.9499
240.0,871.523,300.0,375.4309
241.0,881.3627,300.0,375.9118
242.0,891.2024,300.0,376.3928
243.0,901.0421,300.0,376.8737
244.0,910.8818,300.0,377.3547
245.0,920.7214,300.0,377.8357
246.0,930.5611,300.0,378.3166
247.0,940.4008,300.0,378.7976
248.0,950.2405,300.0,379.2786
249.0,960.0802,300.0,379.7595
250.0,969.9198,300.0,380.2405
251.0,979.7595,300.0,380.7214
252.0,989.5992,300.0,381.2024
253.0,999.4389,300.0,381.6834
254.0,1009.2786,300.0,382.1643
255.0,1019.1182,300.0,382.6453
256.0,1028.9579,300.0,383.1263
257.0,1038.7976,300.0,383.6072
258.0,1048.6373,300.0,384.0882
259.0,1058.477,300.0,384.5691
260.0,1068.3166,300.0,385.0501
261.0,1078.1563,300.0,385.5311
262.0,1087.996,300.0,386.012
263.0,1097.8357,300.0,386.493
264.0,1107.6754,300.0,386.9739
265.0,1117.515,300.0,387.4549
266.0,1127.3547,300.0,387.9359
267.0,1137.1944,300.0,388.4168
268.0,1147.0341,300.0,388.8978
269.0,1156.8737,300.0,389.3788
270.0,1166.7134,300.0,389.8597
271.0,1176.5531,300.0,390.3407
272.0,1186.3928,300.0,390.8216
273.0,1196.2325,300.0,391.3026
274.0,1206.0721,300.0,391.7836
275.0,1215.9118,300.0,392.2645
276.0,1225.7515,300.0,392.7455
277.0,1235.5912,300.0,393.2265
278.0,1245.4309,300.0,393.7074
279.0,1255.2705,300.0,394.1884
280.0,1265.1102,300.0,394.6693
281.0,1274.9499,300.0,395.1503
282.0,1284.7896,300.0,395.6313
283.0,1294.6293,300.0,396.1122
284.0,1304.4689,300.0,396.5932
285.0,1314.3086,300.0,397.0741
286.0,1324.1483,300.0,397.5551
287.0,1333.988,300.0,398.0361
288.0,1343.8277,300.0,398.517
289.0,1353.6673,300.0,398.998
290.0,1363.507,300.0,399.479
291.0,1373.3467,300.0,399.9599
292.0,1383.1864,300.0,400.4409
293.0,1393.0261,300.0,400.9218
294.0,1402.8657,300.0,401.4028
295.0,1412.7054,300.0,401.8838
296.0,1422.5451,300.0,402.3647
297.0,1432.3848,300.0,402.8457
298.0,1442.2244,300.0,403.3267
299.0,1452.0641,300.0,403.8076
300.0,1461.9038,300.0,404.2886
301.0,1471.7435,300.0,404.7695
302.0,1481.5832,300.0,405.2505
303.0,1491.4228,300.0,405.7315
304.0,1501.2625,300.0,406.2124
305.0,1511.1022,300.0,406.6934
306.0,1520.9419,300.0,407.1743
307.0,1530.7816,300.0,407.6553
308.0,1540.6212,300.0,408.1363
309.0,1550.4609,300.0,408.6172
310.0,1560.3006,300.0,409.0982
311.0,1570.1403,300.0,409.5792
312.0,1579.98,300.0,410.0601
313.0,1589.8196,300.0,410.5411
314.0,1599.6593,300.0,411.022
315.0,1609.499,300.0,411.503
316.0,1619.3387,300.0,411.984
317.0,1629.1784,300.0,412.4649
318.0,1639.018,300.0,412.9459
319.0,1648.8577,300.0,413.4269
320.0,1658.6974,300.0,413.9078
321.0,1668.5371,300.0,414.3888
322.0,1678.3768,300.0,414.8697
323.0,1688.2164,300.0,415.3507
324.0,1698.0561,300.0,415.8317
325.0,1707.8958,300.0,416.3126
326.0,1717.7355,300.0,416.7936
327.0,1727.5752,300.0,417.2745
328.0,1737.4148,300.0,417.7555
329.0,1747.2545,300.0,418.2365
330.0,1757.0942,300.0,418.7174
331.0,1766.9339,300.0,419.1984
332.0,1776.7735,300.0,419.6794
333.0,1786.6132,300.0,420.1603
334.0,1796.4529,300.0,420.6413
335.0,1806.2926,300.0,421.1222
336.0,1816.1323,300.0,421.6032
337.0,1825.9719,300.0,422.0842
338.0,1835.8116,300.0,422.5651
339.0,1845.6513,300.0,423.0461
340.0,1855.491,300.0,423.5271
341.0,1865.3307,300.0,424.008
342.0,1875.1703,300.0,424.489
343.0,1885.01,300.0,424.9699
344.0,1894.8497,300.0,425.4509
345.0,1904.6894,300.0,425.9319
346.0,1914.5291,300.0,426.4128
347.0,1924.3687,300.0,426.8938
348.0,1934.2084,300.0,427.3747
349.0,1944.0481,300.0,427.8557
350.0,1953.8878,300.0,428.3367
351.0,1963.7275,300.0,428.8176
352.0,1973.5671,300.0,429.2986
353.0,1983.4068,300.0,429.7796
354.0,1993.2465,300.0,430.2605
355.0,2003.0862,300.0,430.7415
356.0,2012.9259,300.0,431.2224
357.0,2022.7655,300.0,431.7034
358.0,2032.6052,300.0,432.1844
359.0,2042.4449,300.0,432.6653
360.0,2052.2846,300.0,433.1463
361.0,2062.1242,300.0,433.6273
362.0,2071.9639,300.0,434.1082
363.0,2081.8036,300.0,434.5892
364.0,2091.6433,300.0,435.0701
365.0,2101.483,300.0,435.5511
366.0,2111.3226,300.0,436.0321
367.0,2121.1623,300.0,436.513
368.0,2131.002,300.0,436.994
369.0,2140.8417,300.0,437.4749
370.0,2150.6814,300.0,437.9559
371.0,2160.521,300.0,438.4369
372.0,2170.3607,300.0,438.9178
373.0,2180.2004,300.0,439.3988
374.0,2190.0401,300.0,439.8798
375.0,2199.8798,300.0,440.3607
376.0,2209.7194,300.0,440.8417
377.0,2219.5591,300.0,441.3226
378.0,2229.3988,300.0,441.8036
379.0,2239.2385,300.0,442.2846
380.0,2249.0782,300.0,442.7655
381.0,2258.9178,300.0,443.2465
382.0,2268.7575,300.0,443.7275
383.0,2278.5972,300.0,444.2084
384.0,2288.4369,300.0,444.6894
385.0,2298.2766,300.0,445.1703
386.0,2308.1162,300.0,445.6513
387.0,2317.9559,300.0,446.1323
388.0,2327.7956,300.0,446.6132
389.0,2337.6353,300.0,447.0942
390.0,2347.4749,300.0,447.5752
391.0,2357.3146,300.0,448.0561
392.0,2367.1543,300.0,448.5371
393.0,2376.994,300.0,449.018
394.0,2386.8337,300.0,449.499
395.0,2396.6733,300.0,449.98
396.0,2406.513,300.0,450.4609
397.0,2416.3527,300.0,450.9419
398.0,2426.1924,300.0,451.4228
399.0,2436.0321,300.0,451.9038
400.0,2445.8717,300.0,452.3848
401.0,2455.7114,300.0,452.8657
402.0,2465.5511,300.0,453.3467
403.0,2475.3908,300.0,453.8277
404.0,2485.2305,300.0,454.3086
405.0,2495.0701,300.0,454.7896
406.0,2504.9098,300.0,455.2705
407.0,2514.7495,300.0,455.7515
408.0,2524.5892,300.0,456.2325
409.0,2534.4289,300.0,456.7134
410.0,2544.2685,300.0,457.1944
411.0,2554.1082,300.0,457.6754
412.0,2563.9479,300.0,458.1563
413.0,2573.7876,300.0,458.6373
414.0,2583.6273,300.0,459.1182
415.0,2593.4669,300.0,459.5992
416.0,2603.3066,300.0,460.0802
417.0,2613.1463,300.0,460.5611
418.0,2622.986,300.0,461.0421
419.0,2632.8257,300.0,461.523
420.0,2642.6653,300.0,462.004
421.0,2652.505,300.0,462.485
422.0,2662.3447,300.0,462.9659
423.0,2672.1844,300.0,463.4469
424.0,2682.024,300.0,463.9279
425.0,2691.8637,300.0,464.4088
426.0,2701.7034,300.0,464.8898
427.0,2711.5431,300.0,465.3707
428.0,2721.3828,300.0,465.8517
429.0,2731.2224,300.0,466.3327
430.0,2741.0621,300.0,466.8136
431.0,2750.9018,300.0,467.2946
432.0,2760.7415,300.0,467.7756
433.0,2770.5812,300.0,468.2565
434.0,2780.4208,300.0,468.7375
435.0,2790.2605,300.0,469.2184
436.0,2800.1002,300.0,469.6994
437.0,2809.9399,300.0,470.1804
438.0,2819.7796,300.0,470.6613
439.0,2829.6192,300.0,471.1423
440.0,2839.4589,300.0,471.6232
441.0,2849.2986,300.0,472.1042
442.0,2859.1383,300.0,472.5852
443.0,2868.978,300.0,473.0661
444.0,2878.8176,300.0,473.5471
445.0,2888.6573,300.0,474.0281
446.0,2898.497,300.0,474.509
447.0,2908.3367,295.4308,474.99
448.0,2918.1764,290.0379,475.4709
449.0,2928.016,284.6451,475.9519
450.0,2937.8557,279.2522,476.4329
451.0,2947.6954,273.8593,476.9138
452.0,2957.5351,268.4663,477.3948
453.0,2967.3747,263.0735,477.8758
454.0,2977.2144,257.6806,478.3567
455.0,2987.0541,252.2877,478.8377
456.0,2996.8938,246.8947,479.3186
457.0,3006.7335,241.5018,479.7996
458.0,3016.5731,236.109,480.2806
459.0,3026.4128,230.7161,480.7615
460.0,3036.2525,225.3231,481.2425
461.0,3046.0922,219.9302,481.7234
462.0,3055.9319,214.5373,482.2044
463.0,3065.7715,209.1445,482.6854
464.0,3075.6112,203.7516,483.1663
465.0,3085.4509,198.3586,483.6473
466.0,3095.2906,192.9657,484.1283
467.0,3105.1303,187.5728,484.6092
468.0,3114.9699,182.18,485.0902
469.0,3124.8096,176.787,485.5711
470.0,3134.6493,171.3941,486.0521
471.0,3144.489,166.0012,486.5331
472.0,3154.3287,160.6083,487.014
473.0,3164.1683,155.2155,487.495
474.0,3174.008,149.8225,487.976
475.0,3183.8477,144.4296,488.4569
476.0,3193.6874,139.0367,488.9379
477.0,3203.5271,133.6438,489.4188
478.0,3213.3667,128.2509,489.8998
479.0,3223.2064,122.858,490.3808
480.0,3233.0461,117.4651,490.8617
481.0,3242.8858,112.0722,491.3427
482.0,3252.7255,106.6793,491.8236
483.0,3262.5651,101.2864,492.3046
484.0,3272.4048,95.8935,492.7856
485.0,3282.2445,90.5006,493.2665
486.0,3292.0842,85.1077,493.7475
487.0,3301.9238,79.7148,494.2285
488.0,3311.7635,74.3219,494.7094
489.0,3321.6032,68.929,495.1904
490.0,3331.4429,63.5361,495.6713
491.0,3341.2826,58.1432,496.1523
492.0,3351.1222,52.7503,496.6333
493.0,3360.9619,47.3574,497.1142
494.0,3370.8016,41.9645,497.5952
495.0,3380.6413,36.5716,498.0762
496.0,3390.481,31.1787,498.5571
497.0,3400.3206,25.7858,499.0381
498.0,3410.1603,20.3929,499.519
499.0,3420.0,15.0,500.0
